Hotel Name,Place,description,Condition,Rating,Total Reviews
Hotel Tara Mahal by WB Inn,"Station Road, Jaipur","Conveniently located in the Station Road district of Jaipur, Hotel Tara Mahal by WB Inn is set 2.6 km from City Palace, 2.7 km from Jantar Mantar, Jaipur and 1.8 km from Jaipur Railway Station.",,,
Hotel Star Palace,Jaipur,"Featuring 3-star accommodation, Hotel Star Palace is situated in Jaipur, 8.4 km from Jaipur Railway Station and 8.7 km from City Palace.",Review score,1,1 review
FabExpress KG Residency,"Malviya Nagar, Jaipur",Travel Sustainable property,,,
Collection O Hotel Rajwada Palace,"Civil Lines, Jaipur",Travel Sustainable property,Review score,1.7,3 reviews
Hotel Apoorva DLX,"M.I. Road, Jaipur","Well set in Jaipur, Hotel Apoorva DLX provides air-conditioned rooms with free private parking and room service. Featuring a 24-hour front desk, this property also has a restaurant and a terrace.",,,
The Grand Anukampa Habitat,"Shyam Nagar, Jaipur","Set in Jaipur, 3.7 km from Jaipur Railway Station, 5.5 km from Govind Dev Ji Temple and 5.5 km from Birla Mandir Temple, Jaipur, The Grand Anukampa Habitat offers accommodation with a terrace and free...",,,
Luxury and Elegance with Three-bedroom Apartment in Central Jaipur,"Sansar Chandra Road, Jaipur","Luxury and Elegance with Three-bedroom Apartment in Central Jaipur is situated in the Sansar Chandra Road district of Jaipur, 1.9 km from Jaipur Railway Station, 2.9 km from City Palace and 3 km from...",Superb,9.2,4 reviews
OYO 23108 Hotel Bagga Vilas,"Raja Park, Jaipur","Featuring 3-star accommodation, OYO 23108 Hotel Bagga Vilas is situated in Jaipur, 2 km from Birla Mandir Temple, Jaipur and 4.2 km from Hawa Mahal - Palace of Winds.",,,
Home B-38,Jaipur,Travel Sustainable property,Exceptional,9.5,4 reviews
AAJ VILLA,Jaipur,"Located 4.1 km from Govind Dev Ji Temple, AAJ VILLA provides accommodation with a shared lounge, a terrace and a shared kitchen for your convenience.",,,
Flagship Hotel Samar Palace,"Shyam Nagar, Jaipur","Situated in Jaipur, 3.9 km from Jaipur Railway Station, Flagship Hotel Samar Palace features air-conditioned accommodation and a restaurant.",Review score,2.8,20 reviews
The Grand Anukampa by Eventers Hospitality,"Shyam Nagar, Jaipur","Set just 5.5 km from Govind Dev Ji Temple, The Grand Anukampa by Eventers Hospitality offers accommodation in Jaipur with access to a terrace, a bar, as well as room service.",Very good,8,4 reviews
1BHK Luxury Penthouse with Private Terrace Garden,"Shyam Nagar, Jaipur","1BHK Luxury Penthouse with Private Terrace Garden, a property with a garden, is set in Jaipur, 5.2 km from Govind Dev Ji Temple, 6.8 km from Birla Mandir Temple, Jaipur, as well as 8.9 km from City...",Exceptional,9.5,2 reviews
HOTEL MANDELA HOUSE,"Vaishali Nagar, Jaipur",Travel Sustainable property,,,
Heart of the City by Rashmi,Jaipur,"Set in Jaipur, 600 metres from City Palace and 700 metres from Jantar Mantar, Jaipur, Heart of the City by Rashmi offers free WiFi, a terrace and air conditioning.",Exceptional,10,1 review
Collection O Hotel Bharat Palace,"Bani Park, Jaipur",Travel Sustainable property,Review score,3.6,14 reviews
Hotel Radha Palace,Jaipur,"Located in Jaipur, within 1.4 km of Jaipur Railway Station and 3.7 km of City Palace, Hotel Radha Palace provides accommodation with a restaurant and as well as free private parking for guests who...",Review score,4.8,6 reviews
Zest-A Boutique Hotel,Jaipur,Travel Sustainable property,Very good,8,36 reviews
2 bhk fully furnished luxurious private apartment,Jaipur,"Featuring garden views, 2 bhk fully furnished luxurious private apartment provides accommodation with a terrace and a balcony, around 13 km from Govind Dev Ji Temple.",Exceptional,9.5,2 reviews
Travelers Abode,"Malviya Nagar, Jaipur","Travelers Abode is located in the Malviya Nagar district of Jaipur, 6.8 km from Birla Mandir Temple, Jaipur, 11 km from City Palace and 11 km from Jantar Mantar, Jaipur.",,,
Collection O Hotel Albert,"Adarsh Nagar, Jaipur",Travel Sustainable property,Review score,4,11 reviews
Hotel New City Inn,Jaipur,"Situated in Jaipur, within 800 metres of Jaipur Railway Station and 4 km of City Palace, Hotel New City Inn features accommodation with a terrace and as well as free private parking for guests who...",Review score,6.7,82 reviews
1BHK Super Premium Apartment in Central Jaipur,"M.I. Road, Jaipur","Situated in Jaipur, 2.3 km from City Palace and 300 metres from the centre, 1BHK Super Premium Apartment in Central Jaipur features air-conditioned accommodation with free WiFi, and a terrace.",Exceptional,10,1 review
Hotel Stay Inn,Jaipur,"Hotel Stay Inn in Jaipur provides adults-only accommodation with a shared lounge, a terrace and a restaurant.",,,
OYO New Delhi Grand,"Amer, Jaipur",OYO New Delhi Grand features air-conditioned rooms with TV in the Amer district of Jaipur. This 3-star hotel offers room service and a 24-hour front desk.,Review score,1,2 reviews
Hotel City Home,"Raja Park, Jaipur","Well situated in the Raja Park district of Jaipur, Hotel City Home is set 1.7 km from Birla Mandir Temple, Jaipur, 4.1 km from Hawa Mahal - Palace of Winds and 4.8 km from City Palace.",Review score,4.7,4 reviews
Hotel Oxus,"Tonk Road, Jaipur",Travel Sustainable property,,,
Hotel New City Inn,Jaipur,"Situated in Jaipur, within 800 metres of Jaipur Railway Station and 4 km of City Palace, Hotel New City Inn features accommodation with a terrace and as well as free private parking for guests who...",Review score,6.7,82 reviews
1BHK Super Premium Apartment in Central Jaipur,"M.I. Road, Jaipur","Situated in Jaipur, 2.3 km from City Palace and 300 metres from the centre, 1BHK Super Premium Apartment in Central Jaipur features air-conditioned accommodation with free WiFi, and a terrace.",Exceptional,10,1 review
Hotel Stay Inn,Jaipur,"Hotel Stay Inn in Jaipur provides adults-only accommodation with a shared lounge, a terrace and a restaurant.",,,
OYO New Delhi Grand,"Amer, Jaipur",OYO New Delhi Grand features air-conditioned rooms with TV in the Amer district of Jaipur. This 3-star hotel offers room service and a 24-hour front desk.,Review score,1,2 reviews
Hotel City Home,"Raja Park, Jaipur","Well situated in the Raja Park district of Jaipur, Hotel City Home is set 1.7 km from Birla Mandir Temple, Jaipur, 4.1 km from Hawa Mahal - Palace of Winds and 4.8 km from City Palace.",Review score,4.7,4 reviews
Hotel Amar palace,Jaipur,"Situated in Jaipur, within 3.5 km of Birla Mandir Temple, Jaipur and 4.8 km of Hawa Mahal - Palace of Winds, Hotel Amar palace features accommodation with a restaurant and as well as free private...",,,
Super OYO Flagship Ahinsha Cicle,"C Scheme, Jaipur",Travel Sustainable property,Review score,3.2,9 reviews
Titan Private Pool Farm Stay by Jaipur Farms,Jaipur,"Located in Jaipur, 13 km from Amber Fort and 13 km from Seesh Mahal, Titan Private Pool Farm Stay by Jaipur Farms offers an outdoor swimming pool and air conditioning.",,,
The Outhouse,Jaipur,"Set 15 km from Jaipur Railway Station, 18 km from City Palace and 18 km from Jantar Mantar, Jaipur, The Outhouse offers accommodation situated in Jaipur.",,,
Hotel Roop Palace,Jaipur,"Situated in Jaipur, 14 km from Jaipur Railway Station, Hotel Roop Palace features accommodation with a terrace, free private parking and a restaurant.",Review score,5.5,2 reviews
Hotel Pulse - Jaipur,Jaipur,"Featuring 3-star accommodation, Hotel Pulse - Jaipur is located in Jaipur, 600 metres from Jaipur Railway Station and 4.2 km from City Palace.",,,
Centrally located 3BHK - Pink Escapes by Roamhome,Jaipur,"Offering a garden and city view, Centrally located 3BHK - Pink Escapes by Roamhome is set in Jaipur, 3.5 km from Jaipur Railway Station and 3.8 km from Govind Dev Ji Temple.",,,
SPOT ON Manshi Hotel,"Amer, Jaipur","Featuring 3-star accommodation, SPOT ON Manshi Hotel is set in Jaipur, 8.1 km from Amber Fort and 8.2 km from Seesh Mahal.",Review score,5,1 review
Tatvam,Jaipur,"Set 19 km from Govind Dev Ji Temple and 21 km from Birla Mandir Temple, Jaipur in Jaipur, Tatvam offers accommodation with a kitchen.",,,
OYO Hotel Apple 9,"Malviya Nagar, Jaipur",OYO Hotel Apple 9 features air-conditioned rooms with TV in the Malviya Nagar district of Jaipur.,Review score,2.6,26 reviews
Hotel Radha Palace,Jaipur,"Located in Jaipur, within 1.4 km of Jaipur Railway Station and 3.7 km of City Palace, Hotel Radha Palace provides accommodation with a restaurant and as well as free private parking for guests who...",Review score,4.8,6 reviews
EKO STAY -Rustic Creek,Jaipur,Travel Sustainable property,Review score,5.5,2 reviews
RajKamal Villa,"Malviya Nagar, Jaipur","Situated in Jaipur and only 6.7 km from Govind Dev Ji Temple, RajKamal Villa features accommodation with garden views, free WiFi and free private parking.",Review score,6.4,5 reviews
Collection O Hotel Villa Homes,Jaipur,Travel Sustainable property,Review score,6.1,30 reviews
Lovely 3-BHK holiday home with free parking,"Vaishali Nagar, Jaipur","Set in Jaipur, 8.3 km from Govind Dev Ji Temple, 8.8 km from Birla Mandir Temple, Jaipur and 11 km from City Palace, Lovely 3-BHK holiday home with free parking offers accommodation with a balcony and...",,,
Hotel Raghav Palace,"Sansar Chandra Road, Jaipur",Travel Sustainable property,Superb,9,1 review
OYO Syham Leelas,Jaipur,"Featuring 3-star accommodation, OYO Syham Leelas is situated in Jaipur, 5.1 km from Govind Dev Ji Temple and 7 km from Jaipur Railway Station.",,,
The Knights' Inn,Jaipur,"Situated in Jaipur, 12 km from Birla Mandir Temple, Jaipur, The Knights' Inn features accommodation with a terrace, free private parking and a restaurant.",Review score,1,1 review
Hotel Vacation,"Amer Fort Road, Jaipur","1 km from Jalmahal, Hotel Vacation is set in Jaipur and offers rooms with free WiFi. With a garden, the property also has a terrace, as well as a shared lounge.",Good,7.8,20 reviews
Jerry abode,"Raja Park, Jaipur","Situated in Jaipur in the Rajasthan region, Jerry abode has a patio. This property offers access to a balcony, free private parking and free WiFi.",,,
OYO 9464 Hotel Royal Estate,Jaipur,"Located 5.1 km from Govind Dev Ji Temple, OYO 9464 Hotel Royal Estate offers 3-star accommodation in Jaipur and features a shared lounge, a restaurant and a bar. This 3-star hotel offers free WiFi.",,,
1. Luxurious studio appt. under most happening brewery in city !!,"Shyam Nagar, Jaipur","Located in Jaipur, 1. Luxurious studio appt. Under most happening brewery in city!! provides accommodation with a private pool.",Exceptional,10,1 review
OYO Hotel Nitya,Jaipur,"Situated 4.6 km from City Palace, OYO Hotel Nitya features rooms with air conditioning in Jaipur. This 3-star hotel offers a shared kitchen and room service.",Review score,2.4,7 reviews
HOTEL KAVYA,"Shyam Nagar, Jaipur",Travel Sustainable property,,,
Collection O Hotel Chawla,"Raja Park, Jaipur",Travel Sustainable property,Review score,2,1 review
Padlia House,"Civil Lines, Jaipur",Travel Sustainable property,Exceptional,10,1 review
Lovely Studio apartment 1-bedroom with small kitchen and pool,"Shyam Nagar, Jaipur","Boasting accommodation with a private pool, Lovely Studio apartment 1-bedroom with small kitchen and pool is situated in Jaipur.",,,
Hotel Shiv Angan,"Station Road, Jaipur",Travel Sustainable property,Review score,5.9,9 reviews
Hotel Sajan,"Sansar Chandra Road, Jaipur","Set in Jaipur, within 1.8 km of Jaipur Railway Station and 2.8 km of City Palace, Hotel Sajan offers accommodation with a garden and free WiFi throughout the property as well as free private parking...",,,
Hotel Shiv Angan,"Station Road, Jaipur",Travel Sustainable property,Review score,5.9,9 reviews
Hotel Sajan,"Sansar Chandra Road, Jaipur","Set in Jaipur, within 1.8 km of Jaipur Railway Station and 2.8 km of City Palace, Hotel Sajan offers accommodation with a garden and free WiFi throughout the property as well as free private parking...",,,
HOTEL SILVER PLAZA,Jaipur,Travel Sustainable property,Review score,6.5,2 reviews
Hotel Dior,"Amer Fort Road, Jaipur","Set within 1.2 km of Jalmahal and 3.7 km of Jantar Mantar, Jaipur, Hotel Dior offers rooms with air conditioning and a private bathroom in Jaipur.",,,
House No. 87,Jaipur,Travel Sustainable property,Good,7.7,15 reviews
souvenir peppermint hotel,Jaipur,"Located in Jaipur, 4.1 km from City Palace, souvenir peppermint hotel provides accommodation with an outdoor swimming pool, free private parking, a terrace and a restaurant.",,,
OYO Shree Shayam Hotel,Jaipur,OYO Shree Shayam Hotel offers free WiFi throughout the property and rooms with air conditioning in Jaipur.,,,
OYO Hotel Midiyan Palace,"Vaishali Nagar, Jaipur",OYO Hotel Midiyan Palace features air-conditioned rooms with TV in the Vaishali Nagar district of Jaipur. This 3-star hotel offers a shared kitchen and room service.,Review score,1,2 reviews
OYO My Stay Couples Friendly,Jaipur,"500 metres from Govind Dev Ji Temple, OYO My Stay Couples Friendly is situated in Jaipur and features air-conditioned rooms.",,,
Bequest Villa,Jaipur,"Located in Jaipur, 3.6 km from Jaipur Railway Station and 5.4 km from Govind Dev Ji Temple, Bequest Villa provides accommodation with free WiFi, air conditioning, a garden and a terrace.",,,
OYO Hotel Red Fort,"Amer, Jaipur","Red Fort Heritage Hotel is located in Amer, just 1.4 km from the beautiful Amer Fort. Free WiFi access is available in the public areas of the property.",Review score,5.4,14 reviews
Hotel Singh Palace,"Sansar Chandra Road, Jaipur","Located 2 km from Jaipur Railway Station, Hotel Singh Palace offers 3-star accommodation in Jaipur and features a restaurant.",Review score,3.3,4 reviews
1589 Hotels,"Malviya Nagar, Jaipur","Set in Jaipur, within 4.9 km of Govind Dev Ji Temple and 5.5 km of Birla Mandir Temple, Jaipur, 1589 Hotels offers accommodation with a garden and free WiFi throughout the property as well as free...",,,
OYO Hotel Grand Akshay,Jaipur,"Featuring free WiFi, OYO 12849 Hotel Grand Akshay offers accommodation in Jaipur, 6 km from Birla Mandir Temple, Jaipur. Guests can enjoy the on-site restaurant.",Review score,4.1,16 reviews
Hostel ivory,Jaipur,"Located in Jaipur and with Jantar Mantar, Jaipur reachable within 2.9 km, Hostel ivory provides a garden, non-smoking rooms, free WiFi and a terrace.",Very good,8.4,28 reviews
Greece - Luxury 2 Bedroom Villa with Pool,Jaipur,"Boasting an outdoor swimming pool, a garden, and a terrace, Greece - Luxury 2 Bedroom Villa with Pool offers accommodation in Jaipur with free WiFi and garden views.",,,
Malibu - Luxury Villa with Home Theater & Pool,Jaipur,Travel Sustainable property,,,
Amrit Van Resort,Jaipur,Travel Sustainable property,Superb,9.2,12 reviews
Flagship Fort The Shivir,"Bani Park, Jaipur",Flagship Fort The Shivir features air-conditioned rooms with TV in the Bani Park district of Jaipur.,Review score,2,1 review
The Bungalow 91,Jaipur,Travel Sustainable property,Exceptional,10,3 reviews
Hotel Royal Park,"Malviya Nagar, Jaipur","Set in Jaipur, 5.3 km from Birla Mandir Temple, Jaipur, Hotel Royal Park offers accommodation with a terrace, free private parking and a restaurant.",Review score,6.3,3 reviews
Capital O The Royal Palace,"Shyam Nagar, Jaipur","Located in Jaipur, 3.8 km from Jaipur Railway Station, Capital O The Royal Palace provides air-conditioned rooms and a shared lounge.",Review score,5.4,7 reviews
Hotel Arch inn,"M.I. Road, Jaipur",Travel Sustainable property,Review score,4.5,2 reviews
"IBIZA FARM BY TRV , A 3BHK VILLA WITH MASSIVE POOL",Jaipur,"Set just 14 km from Jaipur Railway Station, IBIZA FARM BY TRV, A 3BHK VILLA WITH MASSIVE POOL offers accommodation in Jaipur with access to an outdoor swimming pool, a bar, as well as room service.",,,
Hotel Eden,Jaipur,Travel Sustainable property,Review score,1,1 review
Urban Kutumb 203 - 4 Bedroom Apartment,Jaipur,Travel Sustainable property,Exceptional,10,2 reviews
Treebo Trend Rockland And Restaurant,Jaipur,"Offering a restaurant that serves Indian and continental specialities, Treebo Trend Rockland And Restaurant is located in Jaipur. Free WiFi access is available.",Good,7.2,30 reviews
OYO Ekta My Stay,Jaipur,"Featuring 3-star accommodation, OYO Ekta My Stay is situated in Jaipur, 5.1 km from Govind Dev Ji Temple and 7 km from Jaipur Railway Station.",Review score,2.3,4 reviews
Hotel Natraj Palace,Jaipur,Travel Sustainable property,Review score,6.9,10 reviews
IBIZA FARM BY TRV A 3BHK MODERN VILLA WITH POOL BAR DJ ROOM ETc,Jaipur,Travel Sustainable property,Exceptional,10,1 review
Hotel Amar palace,Jaipur,"Situated in Jaipur, within 3.5 km of Birla Mandir Temple, Jaipur and 4.8 km of Hawa Mahal - Palace of Winds, Hotel Amar palace features accommodation with a restaurant and as well as free private...",,,
